Dialogue_id	Utterance_id	Text	Label	Start_timestamp	End_timestamp	Source	speakername
35	0	you. you're the	UNK	00:14:30,503	00:14:31,671	superstore	Amy
35	1	you're the cool kids.	Praise	00:14:31,704	00:14:33,440	superstore	Amy
35	2	oh, no. none of us get invited to that.	Oppose	00:14:38,678	00:14:41,981	superstore	Sandra
35	3	that thing is lame anyway.	Complain	00:14:42,014	00:14:43,516	superstore	Amy
35	4	hey, what if we did something?	Advise	00:14:43,550	00:14:46,553	superstore	Amy
35	5	yes! all right.	Agree	00:14:52,459	00:14:53,793	superstore	Amy
35	6	let's do it! bowling night!	Advise	00:14:53,826	00:14:56,329	superstore	Amy
35	7	i bet they have those wings, and they serve them with ranch dressing.	UNK	00:14:56,363	00:14:59,699	superstore	Sandra
35	8	yeah. maybe.	Agree	00:15:01,000	00:15:02,902	superstore	Amy
35	9	wow. yeah.	Agree	00:15:18,518	00:15:20,953	superstore	Amy
35	10	i can't.	Oppose	00:15:32,999	00:15:34,834	superstore	Amy
35	11	um, oh. uh, no.	Oppose	00:15:37,704	00:15:42,141	superstore	Amy
36	0	it's my first write up. ever.	Flaunt	00:15:48,748	00:15:50,817	superstore	Dina
36	1	so thank you so much for that.	Thank	00:15:50,850	00:15:52,585	superstore	Dina
36	2	i just came over to ask you in the most polite way possible to please clean up the spill in aisle nine.	Explain	00:15:56,989	00:16:03,463	superstore	Dina
36	3	i'm glad you got written up. you are a bully.	Criticize	00:16:09,969	00:16:13,005	superstore	Jonah
36	4	well, i'd rather be a bully than a castrated garden gnome.	Taunt	00:16:13,039	00:16:15,908	superstore	Dina
36	5	well, who knows what's under those little pants?	Taunt	00:16:18,745	00:16:19,979	superstore	Dina
36	6	that's not the point. the point is, at least i'm not too weak to stop a simple robbery.	Taunt	00:16:20,012	00:16:24,751	superstore	Dina
36	7	that was an awkward situation. i could have destroyed that guy.	Explain	00:16:24,784	00:16:28,488	superstore	Jonah
36	8	with muscles like those? come on.	Taunt	00:16:28,521	00:16:30,089	superstore	Dina
36	9	your ass? yeah, uh, obviously, i could sure.	Agree	00:16:37,530	00:16:40,867	superstore	Jonah
36	10	oh. well, then come at me.	Invite	00:16:40,900	00:16:42,569	superstore	Dina
36	11	fight, guys. jonah's fighting dina.	Inform	00:16:52,912	00:16:54,547	superstore	Marcus
36	12	fight, fight, fight.	UNK	00:17:00,219	00:17:09,962	superstore	Marcus
37	0	bullies just need to be confronted.	Explain	00:17:16,035	00:17:17,704	superstore	Jonah
37	1	there. officially off cloud 9 property.	UNK	00:17:17,737	00:17:20,740	superstore	Dina
37	2	because if you were really a feminist, you'd punch me in the face.	Taunt	00:17:28,815	00:17:31,884	superstore	Dina
37	3	what does that okay, what are you	UNK	00:17:31,918	00:17:34,153	superstore	Jonah
37	4	what are you doing? i'm not gonna do that.	UNK	00:17:34,186	00:17:35,922	superstore	Jonah
37	5	since this morning.	UNK	00:17:39,025	00:17:40,226	superstore	Dina
37	6	just stop. this is crazy.	Prevent	00:17:41,928	00:17:44,764	superstore	Garrett
37	7	are you okay? yeah, yeah, i'm good.	Care	00:18:11,223	00:18:12,925	superstore	Garrett
37	8	really? none of you?	UNK	00:18:26,138	00:18:28,040	superstore	Marcus
45	0	yeah, i got to go with the cop on this one.	Agree	00:04:21,511	00:04:23,280	superstore	Jonah
45	1	i just want to cover it up until the coroner gets here.	Explain	00:04:23,313	00:04:27,217	superstore	Glenn
